;treffen bewegung seite;theater bühne rolle;könig zimmer jung;thl gr kirche;lassen weise mensch;blatt verfasser abendblatt;hiesig finden haus;blatt armee nachricht;könig majestät krankheit;bild kunst künstler;brief stadt richtung;kind jung frau;wissenschaft geist staat;staat nation gesetz;sprechen halten pferd
10_67_3_Anzeige_Hitzig_17.12.1810;0.0064516129000000005;0.3935483871;0.0064516129000000005;0.2;0.0064516129000000005;0.135483871;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.2;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005
10_68_1_Weihnachtsausstellung.;0.0375757576;0.0133333333;0.2678787879;0.0739393939;0.3890909091;0.0012121212;0.025454545500000002;0.0012121212;0.0012121212;0.061818181800000004;0.0375757576;0.0496969697;0.0012121212;0.0375757576;0.0012121212
10_68_2_Anekdote_18.12.1810;0.0025974026;0.0025974026;0.0545454545;0.0025974026;0.0025974026;0.0025974026;0.0025974026;0.28831168830000004;0.4181818182;0.0025974026;0.0025974026;0.0545454545;0.0025974026;0.0545454545;0.1064935065
10_68_3_Buelletin_der_oeffentlichen_Blaetter_18.12.1810;0.0037735849000000003;0.041509434000000005;0.0037735849000000003;0.0037735849000000003;0.2679245283;0.0037735849000000003;0.0037735849000000003;0.4188679245;0.041509434000000005;0.1547169811;0.041509434000000005;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003
10_68_4_Polizeiliche_Tages-Mittheilungen_18.12.1810;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.7043478261;0.0086956522;0.0086956522;0.0086956522;0.0956521739;0.0086956522;0.0086956522;0.0956521739;0.0086956522
10_68_5_Anzeige_Hitzig_18.12.1810;0.0117647059;0.0117647059;0.0117647059;0.4823529412;0.0117647059;0.2470588235;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.12941176470000001;0.0117647059;0.0117647059
10_69_1_Andenken_eines_trefflichen_Deutschen_Mannes_und_tiefsinnigen;0.0005571031;0.0005571031;0.0005571031;0.0005571031;0.3292479109;0.0005571031;0.0005571031;0.0061281337;0.0451253482;0.34596100280000003;0.0005571031;0.2568245125;0.0061281337;0.0061281337;0.0005571031
10_70_1_Ueber_die_Luxussteuern;0.000536193;0.000536193;0.000536193;0.3758713137;0.145308311;0.091689008;0.000536193;0.0487935657;0.000536193;0.000536193;0.091689008;0.038069705100000004;0.000536193;0.054155496000000004;0.1506702413
10_70_2_Buelletin_der_oeffentlichen_Blaetter_20.12.1810;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.075862069;0.075862069;0.006896551700000001;0.075862069;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.6965517241;0.006896551700000001;0.006896551700000001;0.006896551700000001
10_45_2_Phyiologie;0.5729323308000001;0.0015037594;0.0015037594;0.0015037594;0.1518796992;0.0015037594;0.0015037594;0.0015037594;0.0165413534;0.0015037594;0.0165413534;0.0466165414;0.1819548872;0.0015037594;0.0015037594
10_45_3_Zwei_Erklaerungen_Theater;0.0028169014000000003;0.3690140845;0.0028169014000000003;0.0028169014000000003;0.030985915500000002;0.4816901408;0.0028169014000000003;0.0873239437;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003
10_45_4_Buelletin_oeffentl._Blaetter;0.002020202;0.002020202;0.002020202;0.002020202;0.0626262626;0.0828282828;0.002020202;0.1434343434;0.6080808081;0.002020202;0.002020202;0.0828282828;0.002020202;0.002020202;0.002020202
10_46_1_Erklaerung_CJaKraus;0.0033898305;0.0033898305;0.0033898305;0.0033898305;0.3423728814;0.2745762712;0.0033898305;0.0033898305;0.1050847458;0.0033898305;0.0033898305;0.0033898305;0.2406779661;0.0033898305;0.0033898305
10_46_2_Auch_etwas_ueber_CJ_Kraus;0.0007168459;0.0007168459;0.0007168459;0.0007168459;0.2516129032;0.194265233;0.0078853047;0.0078853047;0.0007168459;0.0508960573;0.0078853047;0.09390681000000001;0.2659498208;0.0437275986;0.0724014337
10_46_3_An_den_Groherrn;0.04;0.04;0.04;0.04;0.44;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04
10_46_4_Anekdote_Englische_Baxer;0.4036363636;0.0036363636000000003;0.04;0.0036363636000000003;0.2581818182;0.0036363636000000003;0.0036363636000000003;0.04;0.0036363636000000003;0.04;0.0036363636000000003;0.04;0.0036363636000000003;0.04;0.1127272727
10_46_5_Polizeiliche_Tages-Mittheilungen_22.11.1810;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.7043478261;0.0086956522;0.0956521739;0.0086956522;0.0086956522;0.0956521739;0.0086956522;0.0086956522;0.0086956522
10_46_6_Druckfehler_22.11.1810;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.6888888889;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002
10_47_1_Einleitung_redlicher_Berliner;0.0074074074000000005;0.2296296296;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.3037037037;0.08148148150000001;0.3037037037;0.0074074074000000005;0.0074074074000000005
10_47_2_Schreiben_redlichen_Berliners;0.000754717;0.21962264150000002;0.000754717;0.0686792453;0.4837735849;0.0611320755;0.0233962264;0.0158490566;0.000754717;0.038490566000000004;0.000754717;0.0158490566;0.0686792453;0.000754717;0.000754717
10_47_3_Der_Kreis;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.6888888889;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002
10_47_4_Buelletin_der_oeffentlichen_Blaetter._23.11.1810;0.0036363636000000003;0.04;0.0036363636000000003;0.1854545455;0.0036363636000000003;0.0036363636000000003;0.0036363636000000003;0.5127272727000001;0.1854545455;0.0036363636000000003;0.0036363636000000003;0.04;0.0036363636000000003;0.0036363636000000003;0.0036363636000000003
10_48_1_Ps_zum_Schlu_ueber_CJ_Kraus;0.0648401826;0.0009132420000000001;0.019178082200000002;0.0009132420000000001;0.1105022831;0.0009132420000000001;0.019178082200000002;0.0009132420000000001;0.0009132420000000001;0.0739726027;0.0009132420000000001;0.0009132420000000001;0.4301369863;0.2748858447;0.0009132420000000001
10_48_2_Recensenten_Elemente_Staatskunst_Mueller;0.0030769231;0.0030769231;0.0030769231;0.0030769231;0.2492307692;0.4953846154;0.0030769231;0.0030769231;0.0030769231;0.1569230769;0.0030769231;0.0646153846;0.0030769231;0.0030769231;0.0030769231
10_48_3_Buelletin_der_oeffentlichen_Blantter_24.11.1810;0.0054054054;0.0054054054;0.0594594595;0.0054054054;0.2756756757;0.0054054054;0.1675675676;0.3837837838;0.0054054054;0.0594594595;0.0054054054;0.0054054054;0.0054054054;0.0054054054;0.0054054054
10_48_4_Anzeige_24.11.1810;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.2952380952;0.580952381;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001
10_49_1_Theater_26.11.1810;0.0061971831;0.2766197183;0.0118309859;0.0005633803;0.2991549296;0.0005633803;0.0061971831;0.0061971831;0.0061971831;0.19211267610000002;0.0005633803;0.0512676056;0.1132394366;0.0287323944;0.0005633803
10_49_2_Buelletin_der_oeffentlichen_Blaetter._26.11.1810;0.0205607477;0.0018691589;0.0018691589;0.0018691589;0.039252336400000004;0.0018691589;0.0018691589;0.4317757009;0.3196261682;0.0018691589;0.0018691589;0.1140186916;0.0018691589;0.0018691589;0.0579439252
10_49_3_Polizeiliche_Tages-Mittheilungen_26.11.1810;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.1047619048;0.009523809500000001;0.7714285714;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001
10_50_1_Literarische_Notiz;0.0021505376;0.0021505376;0.0021505376;0.0021505376;0.1956989247;0.1956989247;0.0021505376;0.0021505376;0.0021505376;0.28172043010000003;0.0021505376;0.0021505376;0.088172043;0.2172043011;0.0021505376
10_50_2_Theater_27.11.1810;0.1188405797;0.4666666667;0.0028985507;0.031884058;0.2637681159;0.0028985507;0.0028985507;0.0028985507;0.0028985507;0.08985507250000001;0.0028985507;0.0028985507;0.0028985507;0.0028985507;0.0028985507
10_50_3_Anekdote_Iwan_Basilowitz;0.0016528926;0.0347107438;0.0016528926;0.0016528926;0.1669421488;0.3983471074;0.0016528926;0.0347107438;0.1008264463;0.0347107438;0.0016528926;0.0016528926;0.0181818182;0.0347107438;0.1669421488
10_50_4_Schoenheit_Austausch;0.0074074074000000005;0.0074074074000000005;0.3777777778;0.0074074074000000005;0.1555555556;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.2296296296;0.0074074074000000005;0.0074074074000000005;0.1555555556;0.0074074074000000005;0.0074074074000000005
10_50_5_Buelletin_der_oeffentlichen_Blaetter_27.11.1810;0.0042553191;0.0042553191;0.0042553191;0.0042553191;0.08936170210000001;0.1319148936;0.0042553191;0.429787234;0.0042553191;0.0042553191;0.0042553191;0.0042553191;0.0042553191;0.3021276596;0.0042553191
10_50_6_Polizeiliche_Tages-Mittheilungen_27.11.1810;0.15844155840000002;0.0025974026;0.0025974026;0.0285714286;0.3142857143;0.0025974026;0.23636363640000002;0.0025974026;0.0025974026;0.0025974026;0.0025974026;0.23636363640000002;0.0025974026;0.0025974026;0.0025974026
10_51_1_Geist_neuere_preussische_Gesetzgebung;0.000619195;0.000619195;0.000619195;0.0377708978;0.186377709;0.050154798800000004;0.000619195;0.0068111455;0.0811145511;0.0068111455;0.000619195;0.019195046400000002;0.0687306502;0.5393188854000001;0.000619195
10_51_2_Nachricht_deutscher_Seeheld;0.0013422819;0.0013422819;0.0013422819;0.0147651007;0.1355704698;0.0013422819;0.1624161074;0.3771812081;0.0013422819;0.12214765100000001;0.0416107383;0.0013422819;0.0013422819;0.0013422819;0.1355704698
10_51_3_Miscellen_28.11.1810;0.0046511628;0.0046511628;0.0511627907;0.0046511628;0.1441860465;0.0046511628;0.0511627907;0.0046511628;0.19069767440000002;0.423255814;0.09767441860000001;0.0046511628;0.0046511628;0.0046511628;0.0046511628
10_51_4_Anzeige_28.11.1810;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.12941176470000001;0.4823529412;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.12941176470000001;0.0117647059;0.0117647059;0.0117647059;0.12941176470000001
10_52_1_Die_Heilung;0.04;0.0107317073;0.0204878049;0.0009756098000000001;0.4107317073;0.0009756098000000001;0.0009756098000000001;0.0009756098000000001;0.15707317070000001;0.0107317073;0.0302439024;0.2936585366;0.0204878049;0.0009756098000000001;0.0009756098000000001
10_52_2_Berichtigung_CJ_Kraus;0.0019801980000000003;0.0019801980000000003;0.0019801980000000003;0.0019801980000000003;0.2;0.39801980200000003;0.021782178200000002;0.0019801980000000003;0.0019801980000000003;0.0019801980000000003;0.0019801980000000003;0.0019801980000000003;0.3584158416;0.0019801980000000003;0.0019801980000000003
10_52_3_Miscellen_29.11.1810;0.0048780488000000006;0.49268292680000003;0.0048780488000000006;0.0048780488000000006;0.2487804878;0.0048780488000000006;0.0048780488000000006;0.0048780488000000006;0.0048780488000000006;0.2;0.0048780488000000006;0.0048780488000000006;0.0048780488000000006;0.0048780488000000006;0.0048780488000000006
10_52_4_Polizeiliche_Tages-Mittheilungen_29.11.1810;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.8133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333
10_52_5_Berichtigung_29.11.1810;0.0105263158;0.0105263158;0.0105263158;0.0105263158;0.0105263158;0.8526315789000001;0.0105263158;0.0105263158;0.0105263158;0.0105263158;0.0105263158;0.0105263158;0.0105263158;0.0105263158;0.0105263158
10_53_1_Bemerkungen_ueber_erste_Fragment;0.0007326007;0.0007326007;0.0007326007;0.0007326007;0.4989010989;0.1765567766;0.0080586081;0.0007326007;0.0007326007;0.1765567766;0.0007326007;0.0007326007;0.08864468860000001;0.0446886447;0.0007326007
10_53_2_Berichtigung_30.11.1810;0.0033898305;0.3762711864;0.0372881356;0.0033898305;0.2406779661;0.0711864407;0.0033898305;0.0033898305;0.0372881356;0.0033898305;0.0711864407;0.0033898305;0.0033898305;0.1389830508;0.0033898305
10_53_3_Anekdote_Kapuziner;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.2914285714;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.52;0.0628571429;0.0057142857;0.0057142857;0.0628571429
10_53_4_Buelletin_der_oeffentlichen_Blaetter_30.11.1810;0.0019801980000000003;0.0019801980000000003;0.0019801980000000003;0.0019801980000000003;0.0811881188;0.0415841584;0.021782178200000002;0.596039604;0.1603960396;0.021782178200000002;0.0019801980000000003;0.0019801980000000003;0.0019801980000000003;0.0019801980000000003;0.0613861386
10_54_1_Bemerkungen_ueber_erste_Fragment_eines_Zuschauers;0.1271375465;0.0007434944000000001;0.0007434944000000001;0.0007434944000000001;0.5360594796;0.09739776950000001;0.0007434944000000001;0.0007434944000000001;0.0156133829;0.08996282530000001;0.0007434944000000001;0.0007434944000000001;0.0007434944000000001;0.0750929368;0.052788104100000004
10_54_2_Vermischte_Nachrichten;0.0011695906;0.0011695906;0.024561403500000002;0.0128654971;0.1532163743;0.09473684210000001;0.024561403500000002;0.0479532164;0.0011695906;0.2467836257;0.0011695906;0.3052631579;0.0713450292;0.0128654971;0.0011695906
10_54_3_Buelletin_der_oeffentlichen_Blaetter._01.12.1810;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003;0.1547169811;0.0037735849000000003;0.0037735849000000003;0.6075471698;0.041509434000000005;0.0037735849000000003;0.0037735849000000003;0.1547169811;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003
10_54_4_Erste_literarische_Beilage;0.0116402116;0.0010582011;0.022222222200000002;0.7947089947;0.0010582011;0.0116402116;0.0010582011;0.0010582011;0.0010582011;0.0116402116;0.0010582011;0.0010582011;0.1386243386;0.0010582011;0.0010582011
10_55_1_Gewerbfreiheit.;0.0008368201;0.0008368201;0.0008368201;0.0008368201;0.22677824270000002;0.0008368201;0.0008368201;0.0008368201;0.0008368201;0.0175732218;0.0343096234;0.0510460251;0.0008368201;0.6619246862;0.0008368201
10_55_2_Fragmente;0.0022988506;0.0022988506;0.0022988506;0.0022988506;0.4390804598;0.0022988506;0.0022988506;0.0022988506;0.3471264368;0.0022988506;0.1172413793;0.0022988506;0.0022988506;0.0252873563;0.048275862100000004
10_55_3_Buelletin_der_oeffentlichen_Blaetter._03.12.1810;0.0031746032000000003;0.0031746032000000003;0.0031746032000000003;0.0031746032000000003;0.0984126984;0.0031746032000000003;0.0031746032000000003;0.7015873016;0.034920634900000004;0.034920634900000004;0.0031746032000000003;0.0031746032000000003;0.0031746032000000003;0.0031746032000000003;0.0984126984
10_56_1_Geographische_Nachricht_von_der_Insel_Helgoland.;0.09886792450000001;0.000754717;0.0083018868;0.000754717;0.2422641509;0.000754717;0.0762264151;0.24981132080000001;0.1516981132;0.000754717;0.0083018868;0.000754717;0.0233962264;0.1366037736;0.000754717
10_56_2_Gut_und_Schlecht.;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.6888888889;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002
10_56_3_Buelletin_der_oeffentlichen_Blaetter._04.12.1810;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.21379310340000002;0.1448275862;0.006896551700000001;0.5586206897;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.006896551700000001
10_56_4_Polizeiliche_Tages-Mittheilungen._04.12.1810;0.2296296296;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.4518518519;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.2296296296;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005
10_57_1_Das_Grab_der_Vaeter.;0.0230483271;0.0156133829;0.0007434944000000001;0.0081784387;0.3427509294;0.0007434944000000001;0.0007434944000000001;0.052788104100000004;0.0007434944000000001;0.0081784387;0.0007434944000000001;0.5211895911000001;0.0007434944000000001;0.0007434944000000001;0.0230483271
10_34_4_Miscellen._8.11.1810;0.0030769231;0.0030769231;0.0030769231;0.0030769231;0.3723076923;0.0338461538;0.0030769231;0.4338461538;0.1261538462;0.0030769231;0.0030769231;0.0030769231;0.0030769231;0.0030769231;0.0030769231
10_34_5_Polizeiliche_Tages-Mittheilungen_8.11.1810;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.2;0.0064516129000000005;0.5225806452;0.0709677419;0.0064516129000000005;0.0709677419;0.0064516129000000005;0.0709677419;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005
10_35_1_Allerneuester_Erziehungsplan_Forts._27._Bl.;0.0087649402;0.0007968127000000001;0.0007968127000000001;0.0007968127000000001;0.6541832669000001;0.1043824701;0.0007968127000000001;0.0247011952;0.0326693227;0.0326693227;0.0007968127000000001;0.0884462151;0.0087649402;0.0406374502;0.0007968127000000001
10_35_3_Oeffentliche_Danksagung.;0.0037735849000000003;0.3056603774;0.0037735849000000003;0.0037735849000000003;0.3811320755;0.2301886792;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003;0.041509434000000005;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003
10_35_4_Miscellen._9.11.1810;0.0293706294;0.07132867130000001;0.0013986014;0.015384615400000001;0.1552447552;0.0013986014;0.0293706294;0.44895104900000005;0.0993006993;0.0013986014;0.0013986014;0.0013986014;0.0013986014;0.1272727273;0.015384615400000001
10_35_5_Polizeiliche_Tages-Mittheilungen._9.11.1810;0.0666666667;0.0666666667;0.0666666667;0.0666666667;0.0666666667;0.0666666667;0.0666666667;0.0666666667;0.0666666667;0.0666666667;0.0666666667;0.0666666667;0.0666666667;0.0666666667;0.0666666667
10_36_1_Allerneuester_Erziehungsplan._Beschlu._10.11.1810;0.0005865103;0.0592375367;0.0005865103;0.0005865103;0.5167155425000001;0.0005865103;0.0123167155;0.0064516129000000005;0.0005865103;0.0592375367;0.0005865103;0.16480938420000002;0.1765395894;0.0005865103;0.0005865103
10_36_3_Korrespondenz_und_Notizen_aus_Paris;0.0046511628;0.0046511628;0.7953488372;0.0046511628;0.09767441860000001;0.0046511628;0.0046511628;0.0046511628;0.0046511628;0.0046511628;0.0046511628;0.0046511628;0.0511627907;0.0046511628;0.0046511628
10_36_4_Miscellen_10.11.1810;0.0029850746;0.0029850746;0.0029850746;0.0029850746;0.24179104480000002;0.0029850746;0.0029850746;0.6000000000000001;0.12238805970000001;0.0029850746;0.0029850746;0.0029850746;0.0029850746;0.0029850746;0.0029850746
10_36_5_Polizeiliche_Tages-Mittheilungen_10.11.1810;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.44;0.04
10_37_1_Uebersicht_der_Kunstausstellung;0.0124248497;0.0004008016;0.0004008016;0.0004008016;0.2008016032;0.0164328657;0.0004008016;0.0004008016;0.0004008016;0.5414829659;0.0004008016;0.12865731460000002;0.0404809619;0.0565130261;0.0004008016
10_37_2_Korrespondenz_und_Notizen;0.0016806723000000001;0.0521008403;0.0016806723000000001;0.0016806723000000001;0.32100840340000003;0.0016806723000000001;0.0016806723000000001;0.1529411765;0.0016806723000000001;0.28739495800000003;0.0016806723000000001;0.0016806723000000001;0.0857142857;0.0857142857;0.0016806723000000001
10_37_3_Miscellen._12.11.1810;0.041509434000000005;0.0037735849000000003;0.0037735849000000003;0.041509434000000005;0.2301886792;0.0037735849000000003;0.079245283;0.2679245283;0.0037735849000000003;0.0037735849000000003;0.11698113210000001;0.0037735849000000003;0.1924528302;0.0037735849000000003;0.0037735849000000003
10_37_4_Polizeiliche_Tages-Mittheilungen._12.11.1810;0.041509434000000005;0.3433962264;0.0037735849000000003;0.0037735849000000003;0.11698113210000001;0.0037735849000000003;0.1547169811;0.0037735849000000003;0.041509434000000005;0.0037735849000000003;0.0037735849000000003;0.2679245283;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003
10_38_1_Uebersicht_der_Kunstausstellung._Forts.;0.0299516908;0.0202898551;0.0009661836;0.0299516908;0.0879227053;0.0009661836;0.0009661836;0.0009661836;0.0782608696;0.5806763285000001;0.010628019300000001;0.1362318841;0.0009661836;0.0009661836;0.0202898551
10_38_2_Von_einem_Kinde_das_kindlicher_Weise_ein_anderes_Kind_umbri;0.009865470900000001;0.0367713004;0.4762331839;0.018834080700000002;0.20717488790000002;0.0008968610000000001;0.0008968610000000001;0.0008968610000000001;0.009865470900000001;0.0008968610000000001;0.009865470900000001;0.1533632287;0.06367713;0.0008968610000000001;0.009865470900000001
10_38_3_Theater-Neuigkeit;0.0044444444;0.6711111111;0.0044444444;0.0044444444;0.048888888900000003;0.0044444444;0.0044444444;0.0044444444;0.0933333333;0.0044444444;0.0044444444;0.0044444444;0.0044444444;0.1377777778;0.0044444444
10_38_4_Glueckwunsch;0.0285714286;0.0285714286;0.0285714286;0.0285714286;0.0285714286;0.0285714286;0.0285714286;0.0285714286;0.0285714286;0.0285714286;0.0285714286;0.0285714286;0.6000000000000001;0.0285714286;0.0285714286
10_38_5_Miscellen._13.11.1810;0.1064935065;0.0285714286;0.0025974026;0.0025974026;0.0025974026;0.0025974026;0.0805194805;0.5220779221;0.0545454545;0.0545454545;0.1324675325;0.0025974026;0.0025974026;0.0025974026;0.0025974026
10_39_1_Uebersicht_der_Kunstausstellung._Beschlu.;0.0005934718;0.0005934718;0.0065281899;0.012462908;0.17863501480000002;0.0005934718;0.0005934718;0.0005934718;0.0005934718;0.5347181009;0.0540059347;0.1014836795;0.08367952520000001;0.0065281899;0.0183976261
10_39_2_Anekdote.;0.0984126984;0.0031746032000000003;0.0031746032000000003;0.0031746032000000003;0.0666666667;0.0984126984;0.0031746032000000003;0.2253968254;0.0031746032000000003;0.0031746032000000003;0.0031746032000000003;0.0666666667;0.0031746032000000003;0.0031746032000000003;0.41587301590000003
10_39_3_Auf_einen_gluecklichen_Vater.;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.1466666667;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.4133333333;0.1466666667;0.0133333333;0.1466666667
10_39_4_Miscellen._14.11.1810;0.0032786885000000003;0.0360655738;0.0032786885000000003;0.0032786885000000003;0.0032786885000000003;0.0032786885000000003;0.0032786885000000003;0.1672131148;0.26557377050000003;0.068852459;0.0032786885000000003;0.4295081967;0.0032786885000000003;0.0032786885000000003;0.0032786885000000003
10_40_1_Die_heilige_Caecilie_oder_die_Gewalt_der_Musik._Eine_Legende.;0.0221024259;0.0706199461;0.0005390836;0.0005390836;0.16226415090000001;0.0005390836;0.0059299191;0.0274932615;0.0005390836;0.0274932615;0.0436657682;0.5611859838000001;0.0760107817;0.0005390836;0.0005390836
10_40_2_Fragmente.;0.0023529412;0.0023529412;0.0023529412;0.0023529412;0.3082352941;0.0023529412;0.0023529412;0.0023529412;0.0023529412;0.025882352900000002;0.0023529412;0.0023529412;0.0964705882;0.5435294118;0.0023529412
10_40_3_Aufforderung.;0.0023529412;0.2847058824;0.0023529412;0.0964705882;0.025882352900000002;0.4729411765;0.0023529412;0.0494117647;0.0023529412;0.0023529412;0.0023529412;0.0023529412;0.0023529412;0.025882352900000002;0.025882352900000002
10_40_4_Miscellen._15.11.1810;0.8274509804;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.0823529412;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.043137254900000005;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005
10_41_1_Die_heilige_Caecilie_oder_die_Gewalt_der_Musik._Forts.;0.0626262626;0.1636363636;0.0626262626;0.022222222200000002;0.3858585859;0.002020202;0.002020202;0.002020202;0.002020202;0.002020202;0.0424242424;0.24444444440000002;0.002020202;0.002020202;0.002020202
10_41_2_Vom_Nationalcredit;0.0005934718;0.0005934718;0.0005934718;0.0005934718;0.1489614243;0.0005934718;0.0005934718;0.0005934718;0.0302670623;0.0005934718;0.0005934718;0.0065281899;0.06587537090000001;0.7424332344;0.0005934718
10_41_3_Miscellen._16.11.1810;0.0025316456;0.0025316456;0.0025316456;0.0025316456;0.0025316456;0.0025316456;0.053164557;0.6860759494;0.0025316456;0.0025316456;0.0025316456;0.0025316456;0.0025316456;0.0784810127;0.1544303797
10_41_4_Polizeiliche_Tages-Mittheilungen._16.11.1810;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.2695652174;0.0086956522;0.5304347826;0.0956521739;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522
10_42_1_Die_heilige_Caecilie_oder_die_Gewalt_der_Musik._Beschlu.;0.1131086142;0.1655430712;0.0606741573;0.0007490637;0.2479400749;0.0007490637;0.0307116105;0.008239700400000001;0.0007490637;0.0307116105;0.0007490637;0.2853932584;0.0007490637;0.0007490637;0.0531835206
10_42_2_Uralte_Reichstagsfeierlichkeit_oder_Kampf_der_Blinden_mit_d;0.1431279621;0.0009478673;0.5696682464;0.0009478673;0.171563981;0.0009478673;0.0104265403;0.0388625592;0.0009478673;0.0009478673;0.0009478673;0.0483412322;0.0104265403;0.0009478673;0.0009478673
10_42_3_Miscellen._17.11.1810;0.0784810127;0.0025316456;0.0025316456;0.0784810127;0.0025316456;0.10379746840000001;0.0025316456;0.5088607595;0.0025316456;0.0025316456;0.0025316456;0.20506329110000002;0.0025316456;0.0025316456;0.0025316456
10_42_4_Polizeiliche_Tages-Mittheilungen._17.11.1810;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.44347826090000003;0.0086956522;0.2695652174;0.0086956522;0.0086956522;0.18260869570000002;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522
10_43_1_Einleitung_Graefin_Piper;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.2;0.0039215686000000005;0.1215686275;0.1215686275;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.39607843140000004;0.043137254900000005;0.0823529412;0.0039215686000000005
10_43_2_Brief_der_Graefinn_Piper;0.0085539715;0.00040733200000000005;0.00040733200000000005;0.00040733200000000005;0.2936863544;0.0044806517;0.09816700610000001;0.11038696540000001;0.0044806517;0.0044806517;0.0085539715;0.29775967410000004;0.0696537678;0.0940936864;0.0044806517
10_43_3_Politische_Neuigkeit;0.0020618557000000003;0.0639175258;0.0020618557000000003;0.0020618557000000003;0.20824742270000002;0.0020618557000000003;0.022680412400000002;0.187628866;0.2701030928;0.0020618557000000003;0.0020618557000000003;0.0020618557000000003;0.0020618557000000003;0.2288659794;0.0020618557000000003
