;treffen bewegung seite;theater bühne rolle;könig zimmer jung;thl gr kirche;lassen weise mensch;blatt verfasser abendblatt;hiesig finden haus;blatt armee nachricht;könig majestät krankheit;bild kunst künstler;brief stadt richtung;kind jung frau;wissenschaft geist staat;staat nation gesetz;sprechen halten pferd
11_16-1_Buelletin_der_oeffentlichen_Blaetter._19.01.1811;0.0016;0.0816;0.0656;0.0016;0.22560000000000002;0.16160000000000002;0.0016;0.0816;0.3376;0.0016;0.0176;0.0176;0.0016;0.0016;0.0016
11_16-2_Staendische_Commission.;0.000754717;0.000754717;0.000754717;0.000754717;0.1290566038;0.000754717;0.000754717;0.000754717;0.40075471700000004;0.053584905700000005;0.000754717;0.000754717;0.12150943400000001;0.2875471698;0.000754717
11_16-3_Merkwuerdiger_Proze.;0.0017094017;0.0017094017;0.0017094017;0.0017094017;0.241025641;0.0188034188;0.0017094017;0.0017094017;0.0017094017;0.0188034188;0.6683760684000001;0.0188034188;0.0017094017;0.0017094017;0.0188034188
10_70_3_Zweite_literariche_Beilage_zu_den_Berliner_Abendblaettern;0.0011695906;0.0011695906;0.0011695906;0.8315789474;0.0011695906;0.0011695906;0.0011695906;0.0011695906;0.0011695906;0.0011695906;0.0011695906;0.0011695906;0.1532163743;0.0011695906;0.0011695906
10_71_1_Betrachtungen_eines_Greises_ueber_die_Weihnachtsbescheerungen;0.0007968127000000001;0.0326693227;0.1760956175;0.0007968127000000001;0.2956175299;0.0007968127000000001;0.0007968127000000001;0.0007968127000000001;0.0007968127000000001;0.0326693227;0.0007968127000000001;0.43904382470000003;0.0167330677;0.0007968127000000001;0.0007968127000000001
10_71_2_Buelletin_der_oeffentlichen_Blaetter_21.12.1810;0.0018691589;0.0018691589;0.0018691589;0.0018691589;0.0205607477;0.0018691589;0.0018691589;0.9551401869;0.0018691589;0.0018691589;0.0018691589;0.0018691589;0.0018691589;0.0018691589;0.0018691589
10_71_3_Polizeiliche_Tages-Mittheilungen_21.12.1810;0.015384615400000001;0.015384615400000001;0.16923076920000002;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.4769230769;0.16923076920000002;0.015384615400000001;0.015384615400000001
10_71_4_Anzeige_Hitzig_21.12.1810;0.008;0.008;0.008;0.488;0.008;0.248;0.008;0.008;0.008;0.168;0.008;0.008;0.008;0.008;0.008
10_72_1_Jahrestag_der_Rueckkehr_des_preuischen_Koenigspaares_nach_Be;0.0113989637;0.0010362694;0.1357512953;0.0010362694;0.2704663212;0.0010362694;0.0424870466;0.0010362694;0.0010362694;0.0010362694;0.0010362694;0.3015544041;0.0735751295;0.0839378238;0.0735751295
10_72_2_Ankuendigung;0.0018691589;0.076635514;0.0018691589;0.076635514;0.18878504670000001;0.3009345794;0.0018691589;0.0018691589;0.039252336400000004;0.0018691589;0.0579439252;0.0018691589;0.1514018692;0.09532710280000001;0.0018691589
10_72_3_Anzeige_Kunst-_und_Industrie-Comtoir_v._22.12.1810;0.0026666667;0.0026666667;0.0026666667;0.296;0.0026666667;0.5893333333;0.0026666667;0.0026666667;0.0026666667;0.0026666667;0.0026666667;0.0026666667;0.0026666667;0.0826666667;0.0026666667
10_72_4_Buelletin_der_oeffentlichen_Blaetter._22.12.1810;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.8962962963000001;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005
10_72_5_An_das_Publikum;0.0046511628;0.0046511628;0.0046511628;0.0046511628;0.0046511628;0.8418604651;0.0046511628;0.0046511628;0.0046511628;0.0511627907;0.0046511628;0.0046511628;0.0511627907;0.0046511628;0.0046511628
10_73_1_Polizeiliche_Tages-Mittheilungen;0.4133333333;0.1466666667;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.28;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333
10_73_2_Buelletin_der_oeffentlichen_Blaetter_24.12.1810;0.0557823129;0.0285714286;0.0149659864;0.0013605442;0.3142857143;0.0013605442;0.0693877551;0.3551020408;0.0013605442;0.0013605442;0.0013605442;0.137414966;0.0013605442;0.0149659864;0.0013605442
10_73_3_Schreiben_aus_Berlin._24.12.1810;0.0017094017;0.0871794872;0.0017094017;0.0017094017;0.20683760680000002;0.0017094017;0.0017094017;0.0871794872;0.3777777778;0.0017094017;0.0017094017;0.22393162390000002;0.0017094017;0.0017094017;0.0017094017
10_73_4_Anfrage;0.048275862100000004;0.0022988506;0.0022988506;0.5310344828;0.0712643678;0.0022988506;0.0252873563;0.0022988506;0.0022988506;0.1402298851;0.0022988506;0.048275862100000004;0.0022988506;0.0712643678;0.048275862100000004
10_73_5_Anzeige_24.12.1810;0.0033898305;0.0033898305;0.0033898305;0.0033898305;0.0033898305;0.7491525424000001;0.0372881356;0.0033898305;0.0033898305;0.0033898305;0.0372881356;0.0033898305;0.0033898305;0.1389830508;0.0033898305
10_73_6_Berichtigung;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.3485714286;0.4628571429;0.0057142857;0.12;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.0057142857
10_74_1_Miszellen._27.12.1810;0.0057142857;0.0057142857;0.0628571429;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.0628571429;0.12;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.6914285714
10_74_2_Bei_Gelegenheit_der_Jubelfeier_in_der_Waisenhauskirche;0.0006644518;0.0006644518;0.0006644518;0.2930232558;0.2664451827;0.0073089701;0.0006644518;0.0006644518;0.06710963460000001;0.047176079700000005;0.0006644518;0.1401993355;0.1734219269;0.0006644518;0.0006644518
10_74_3_Stiftung_einer_fortlaufenden_jaehrlichen_Feier_zum_Gedaechtni;0.0013071895;0.0013071895;0.0013071895;0.0274509804;0.2496732026;0.014379085000000002;0.0013071895;0.0013071895;0.35424836600000004;0.0666666667;0.0013071895;0.0274509804;0.22352941180000002;0.0274509804;0.0013071895
10_75_1_Buelletin_der_oeffentlichen_Blaetter_28.12.1810;0.057534246600000005;0.002739726;0.002739726;0.002739726;0.0301369863;0.057534246600000005;0.002739726;0.304109589;0.3863013699;0.057534246600000005;0.002739726;0.002739726;0.002739726;0.0849315068;0.002739726
10_75_2_Erinnerungen_aus_der_Krankheitsgeschichte_des_Koenigs_von_Eng;0.0241245136;0.0007782101;0.0007782101;0.07859922180000001;0.07859922180000001;0.0163424125;0.0007782101;0.1019455253;0.2887159533;0.031906614800000004;0.0007782101;0.2498054475;0.0007782101;0.1019455253;0.0241245136
10_75_3_Warnung;0.0025316456;0.0025316456;0.0025316456;0.0025316456;0.0025316456;0.3316455696;0.0025316456;0.053164557;0.5341772152;0.0278481013;0.0278481013;0.0025316456;0.0025316456;0.0025316456;0.0025316456
10_75_4_Miszellen_28.12.1810;0.008;0.008;0.088;0.008;0.008;0.088;0.008;0.008;0.008;0.008;0.008;0.728;0.008;0.008;0.008
10_75_5_Anzeige._28.12.1810;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.2;0.5636363636;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182
10_76_1_Polizeiliche_Tages-Mittheilungen._29.12.1810;0.12941176470000001;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.4823529412;0.0117647059;0.2470588235;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.0117647059;0.0117647059
10_76_2_Buelletin_der_oeffentlichen_Blaetter_29.12.1810;0.0016806723000000001;0.0016806723000000001;0.0016806723000000001;0.0016806723000000001;0.1193277311;0.0016806723000000001;0.1025210084;0.4722689076;0.1697478992;0.0016806723000000001;0.0016806723000000001;0.0857142857;0.0016806723000000001;0.0352941176;0.0016806723000000001
10_76_3_Ueber_die_Aufhebung_des_labaeuerlichen_Verhaeltnisses;0.0703448276;0.0013793103;0.0013793103;0.0013793103;0.484137931;0.0013793103;0.0013793103;0.0013793103;0.0427586207;0.0013793103;0.0013793103;0.0013793103;0.015172413800000001;0.3737931034;0.0013793103
10_76_4_Literatur_29.12.1810;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003;0.1436619718;0.4253521127;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003;0.2845070423;0.0028169014000000003;0.030985915500000002;0.0591549296;0.030985915500000002;0.0028169014000000003
10_76_5_Anekdote._OCKilligrewOC;0.0036363636000000003;0.0036363636000000003;0.04;0.0036363636000000003;0.2218181818;0.0036363636000000003;0.0036363636000000003;0.0763636364;0.2945454545;0.0036363636000000003;0.0036363636000000003;0.0036363636000000003;0.0036363636000000003;0.0036363636000000003;0.33090909090000004
10_76_6_Neue_Musikalien._29.12.1810;0.0133333333;0.1466666667;0.0133333333;0.0133333333;0.5466666667;0.1466666667;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333
10_77_1_Buelletin_der_oeffentlichen_Blaetter_31.12.1810;0.0026666667;0.0026666667;0.056;0.0026666667;0.0826666667;0.0026666667;0.0293333333;0.7493333333000001;0.0026666667;0.0293333333;0.0026666667;0.0293333333;0.0026666667;0.0026666667;0.0026666667
10_77_2_Ueber_die_in_Oestreich_erschienene_neue_Censurverordnung.;0.0407960199;0.010945273600000001;0.0009950249;0.3990049751;0.0706467662;0.1303482587;0.010945273600000001;0.0009950249;0.0805970149;0.060696517400000004;0.010945273600000001;0.0407960199;0.12039801;0.0208955224;0.0009950249
10_77_3_Duplik_auf_Hrn._Hitzigs_Replik_im_letzten_Stueck_der_Berline;0.0022988506;0.0252873563;0.0022988506;0.1402298851;0.0022988506;0.7149425287000001;0.0022988506;0.09425287360000001;0.0022988506;0.0022988506;0.0022988506;0.0022988506;0.0022988506;0.0022988506;0.0022988506
10_77_4_Seufzer_eines_Ehemanns.;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.6888888889;0.022222222200000002;0.022222222200000002;0.022222222200000002
10_77_5_Miscellen._31.12.1810;0.168;0.088;0.088;0.008;0.168;0.40800000000000003;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008
10_77_6_Anzeige._31.12.1810;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.5636363636;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.2;0.0181818182;0.0181818182;0.0181818182
11_01-1_Polizeiliche_TagesOuMittheilungen._02.01.1811;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.1215686275;0.0039215686000000005;0.2784313725;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.5529411765000001;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005
11_01-2_Buelletin_der_oeffentlichen_Blaetter._02.01.1811;0.0008163265;0.0008163265;0.0987755102;0.017142857100000002;0.1559183673;0.0008163265;0.0008163265;0.5559183673;0.0008163265;0.0008163265;0.0008163265;0.1640816327;0.0008163265;0.0008163265;0.0008163265
11_01-3_Ein_Satz_aus_der_hoeheren_Kritik;0.0017094017;0.0871794872;0.0017094017;0.0017094017;0.241025641;0.1726495726;0.0017094017;0.0017094017;0.0017094017;0.41196581200000004;0.0017094017;0.0017094017;0.0017094017;0.0700854701;0.0017094017
11_01-4_Miscellen._02.01.1811;0.3641025641;0.0051282051;0.3128205128;0.0051282051;0.1076923077;0.0051282051;0.0051282051;0.0051282051;0.0051282051;0.0051282051;0.0051282051;0.158974359;0.0051282051;0.0051282051;0.0051282051
11_02-1_Buelletin_der_oeffentlichen_Blaetter._03.01.1811;0.0536585366;0.0048780488000000006;0.0536585366;0.0048780488000000006;0.3951219512;0.15121951220000002;0.0048780488000000006;0.0048780488000000006;0.0048780488000000006;0.10243902440000001;0.0048780488000000006;0.2;0.0048780488000000006;0.0048780488000000006;0.0048780488000000006
11_02-2_Sonderbare_Geschichte_die_sich_zu_meiner_Zeit_in_Italien_;0.0653144016;0.0004056795;0.0288032454;0.0085192698;0.22352941180000002;0.0004056795;0.0004056795;0.0328600406;0.0206896552;0.01663286;0.053144016200000005;0.4831643002;0.0004056795;0.0004056795;0.0653144016
11_02-3_Miscellen._03.01.1811;0.0054054054;0.0054054054;0.8162162162000001;0.0054054054;0.0054054054;0.0054054054;0.0054054054;0.0054054054;0.0054054054;0.0054054054;0.0054054054;0.0054054054;0.0594594595;0.0054054054;0.0594594595
11_03-1_Buelletin_der_oeffentlichen_Blaetter._04.01.1811;0.0009852217000000001;0.0502463054;0.0009852217000000001;0.0206896552;0.1389162562;0.0502463054;0.0009852217000000001;0.6709359606;0.060098522200000004;0.0009852217000000001;0.0009852217000000001;0.0009852217000000001;0.0009852217000000001;0.0009852217000000001;0.0009852217000000001
11_03-2_Neujahrswunsch_eines_Feuerwerkers_an_seinen_Hauptmann;0.0301369863;0.002739726;0.002739726;0.002739726;0.0301369863;0.002739726;0.002739726;0.002739726;0.0301369863;0.002739726;0.002739726;0.7150684932;0.002739726;0.002739726;0.1671232877
11_03-3_Antwort_und_Berichtigung;0.0024691358;0.0024691358;0.0024691358;0.249382716;0.3234567901;0.15061728400000002;0.0024691358;0.15061728400000002;0.1012345679;0.0024691358;0.0024691358;0.0024691358;0.0024691358;0.0024691358;0.0024691358
11_04-1_Buelletin_der_oeffentlichen_Blaetter._05.01.1811;0.044604316500000005;0.0158273381;0.0302158273;0.0014388489;0.3611510791;0.0589928058;0.0589928058;0.1309352518;0.0589928058;0.0014388489;0.0302158273;0.1884892086;0.0158273381;0.0014388489;0.0014388489
11_04-2_Brief_eines_Dichters_an_einen_anderen;0.0089795918;0.0008163265;0.0008163265;0.0008163265;0.39265306120000004;0.2048979592;0.0008163265;0.017142857100000002;0.0008163265;0.1885714286;0.017142857100000002;0.017142857100000002;0.147755102;0.0008163265;0.0008163265
11_04-3_Kalender-Betrachtung;0.1466666667;0.1466666667;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.28;0.1466666667;0.0133333333;0.0133333333;0.1466666667;0.0133333333;0.0133333333;0.0133333333
11_05-1_Buelletin_der_oeffentlichen_Blaetter._07.01.1811;0.4253521127;0.030985915500000002;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003;0.3690140845;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003;0.1436619718;0.0028169014000000003;0.0028169014000000003
11_05-2_Mord_aus_Liebe;0.1636363636;0.0392344498;0.0009569378;0.0009569378;0.08708133970000001;0.0583732057;0.0009569378;0.0009569378;0.0296650718;0.048803827800000005;0.0296650718;0.5368421053;0.0009569378;0.0009569378;0.0009569378
11_05-3_Der_neuere_gluncklichere_Werther;0.0742857143;0.0008163265;0.0906122449;0.0008163265;0.2212244898;0.0008163265;0.0579591837;0.0008163265;0.0008163265;0.0008163265;0.0089795918;0.4579591837;0.0008163265;0.0089795918;0.0742857143
10_57_2_Andeutungen.;0.1854545455;0.0036363636000000003;0.0036363636000000003;0.0036363636000000003;0.1854545455;0.1490909091;0.0036363636000000003;0.0036363636000000003;0.0036363636000000003;0.2945454545;0.0036363636000000003;0.0036363636000000003;0.1127272727;0.04;0.0036363636000000003
10_57_3_Der_Juengling_an_das_Maedchen.;0.2;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.1047619048;0.009523809500000001;0.009523809500000001;0.009523809500000001;0.3904761905;0.009523809500000001;0.009523809500000001;0.2
10_57_4_Buelletin_der_oeffentlichen_Blaetter._1810-12-05;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003;0.079245283;0.0037735849000000003;0.041509434000000005;0.0037735849000000003;0.8339622642000001;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003;0.0037735849000000003
10_57_5_Druckfehler.;0.2;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.3818181818;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.2;0.0181818182;0.0181818182;0.0181818182;0.0181818182
10_58_1_Einleitung_OCUeber_eine_wesentliche_Verbesserung_der_Klaviatu;0.0594594595;0.11351351350000001;0.0594594595;0.0054054054;0.1675675676;0.1675675676;0.0054054054;0.11351351350000001;0.11351351350000001;0.1675675676;0.0054054054;0.0054054054;0.0054054054;0.0054054054;0.0054054054
10_58_2_Ueber_eine_wesentliche_Verbesserung_der_Klaviatur_der_Tasteni;0.0326693227;0.6621513944;0.0007968127000000001;0.0007968127000000001;0.2239043825;0.0326693227;0.0007968127000000001;0.0007968127000000001;0.0247011952;0.0087649402;0.0007968127000000001;0.0007968127000000001;0.0087649402;0.0007968127000000001;0.0007968127000000001
10_58_3_Anekdote._OCDiogenesOC;0.135483871;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.135483871;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.6516129032
10_58_4_Helgolanndiches_Gottesgericht;0.2827586207;0.21379310340000002;0.006896551700000001;0.006896551700000001;0.1448275862;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.2827586207;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.006896551700000001
10_58_5_Miscellen._06.12.1810;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.6516129032;0.0064516129000000005;0.135483871;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.135483871;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005;0.0064516129000000005
10_58_6_Aufloesung_der_enthaltenen_Charade.;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.24444444440000002;0.24444444440000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.24444444440000002;0.022222222200000002
10_59_1_Von_der_Ueberlegung._Eine_Paradoxe.;0.1173553719;0.0016528926;0.0016528926;0.0016528926;0.5471074380000001;0.0181818182;0.0016528926;0.0016528926;0.0016528926;0.0016528926;0.0016528926;0.0016528926;0.0181818182;0.0016528926;0.2826446281
10_59_2_Anekdote_OCAusstattung_der_TochterOC;0.002020202;0.002020202;0.0626262626;0.022222222200000002;0.2848484848;0.002020202;0.002020202;0.002020202;0.002020202;0.002020202;0.002020202;0.4666666667;0.0424242424;0.002020202;0.103030303
10_59_3_Miscellen._07.12.1810;0.0018348624000000002;0.0018348624000000002;0.0018348624000000002;0.0018348624000000002;0.3688073394;0.0018348624000000002;0.0018348624000000002;0.0018348624000000002;0.2036697248;0.0018348624000000002;0.0201834862;0.0018348624000000002;0.0018348624000000002;0.3871559633;0.0018348624000000002
10_59_4_Buelletin_der_oeffentlichen_Blaetter._07.12.1810;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.08148148150000001;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005;0.4518518519;0.2296296296;0.0074074074000000005;0.0074074074000000005;0.1555555556;0.0074074074000000005;0.0074074074000000005;0.0074074074000000005
10_60_1_Eine_Legende_nach_Hans_Sachs._Der_Welt_Lauf.;0.0008032129000000001;0.0008032129000000001;0.0008032129000000001;0.0008032129000000001;0.2819277108;0.0008032129000000001;0.0088353414;0.0008032129000000001;0.0008032129000000001;0.0008032129000000001;0.0088353414;0.057028112400000004;0.0008032129000000001;0.0008032129000000001;0.6353413655
10_60_2_Buelletin_der_oeffentlichen_Blaetter._08.12.1810;0.0046511628;0.0046511628;0.0046511628;0.0511627907;0.0046511628;0.0511627907;0.0046511628;0.423255814;0.0046511628;0.0046511628;0.2837209302;0.0046511628;0.09767441860000001;0.0511627907;0.0046511628
10_60_3_Polizeiliche_Tages-Mittheilungen._08.12.1810;0.2;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.39607843140000004;0.0039215686000000005;0.0039215686000000005;0.0039215686000000005;0.16078431370000001;0.1215686275;0.0823529412;0.0039215686000000005;0.0039215686000000005
10_61_1_Ueber_Schwaermerei;0.1051851852;0.0014814815000000002;0.0014814815000000002;0.0014814815000000002;0.52;0.0014814815000000002;0.0014814815000000002;0.0014814815000000002;0.0014814815000000002;0.016296296300000002;0.0014814815000000002;0.016296296300000002;0.29777777780000003;0.0014814815000000002;0.0311111111
10_61_2_Fragmente;0.0054054054;0.0054054054;0.0054054054;0.0054054054;0.11351351350000001;0.11351351350000001;0.0054054054;0.0054054054;0.0054054054;0.0054054054;0.0594594595;0.0594594595;0.5459459459;0.0054054054;0.0594594595
10_61_3_Anekdote._Schauspieler_Edwin;0.0247191011;0.4292134831;0.002247191;0.002247191;0.1370786517;0.002247191;0.002247191;0.002247191;0.1146067416;0.002247191;0.002247191;0.24943820220000001;0.002247191;0.002247191;0.0247191011
10_61_4_Eigentliches_Leben;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.8133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333;0.0133333333
10_61_5_Buelletin_der_oeffentlichen_Blaetter._10.12.1810;0.0784810127;0.0025316456;0.0025316456;0.0025316456;0.1797468354;0.053164557;0.0025316456;0.5088607595;0.0278481013;0.0025316456;0.0025316456;0.1291139241;0.0025316456;0.0025316456;0.0025316456
10_61_6_Anzeige_Hitzig_OCDer_TodesbundOC;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.2827586207;0.006896551700000001;0.4206896552;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.1448275862;0.006896551700000001;0.006896551700000001;0.006896551700000001;0.075862069
10_62_1_Autoritaet_und_Wuerde_des_Parlaments_in_England;0.0011428571;0.0011428571;0.0011428571;0.0011428571;0.1497142857;0.035428571400000004;0.0125714286;0.0697142857;0.3897142857;0.024;0.0468571429;0.024;0.2068571429;0.0011428571;0.035428571400000004
10_62_2_Anekdote;0.0746987952;0.0024096386;0.0024096386;0.0265060241;0.14698795180000002;0.0024096386;0.0024096386;0.0024096386;0.0024096386;0.0024096386;0.0265060241;0.1710843373;0.0024096386;0.0024096386;0.5325301205
10_62_3_Richtschnur;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.7454545455;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182
10_62_4_Buelletin_der_oeffentlichen_Blaetter;0.0415841584;0.0019801980000000003;0.0019801980000000003;0.0019801980000000003;0.0019801980000000003;0.0415841584;0.1603960396;0.3782178218;0.2594059406;0.0613861386;0.0019801980000000003;0.0019801980000000003;0.0019801980000000003;0.0415841584;0.0019801980000000003
10_62_5_Polizeiliche_Tages-Mittheilungen;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.6888888889;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002;0.022222222200000002
10_63_1_Ueber_das_Marionettentheater._1;0.5022508039;0.122829582;0.0006430868;0.0006430868;0.2964630225;0.0263665595;0.0135048232;0.0006430868;0.0006430868;0.0006430868;0.0135048232;0.0006430868;0.0006430868;0.0006430868;0.019935691300000002
10_63_2_Litterarische_Bemerkung.;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.1771428571;0.5771428571;0.1771428571;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.0057142857;0.0057142857
10_63_3_Buelletin_der_oeffentlichen_Blaetter;0.0054054054;0.0054054054;0.0594594595;0.0054054054;0.11351351350000001;0.0054054054;0.11351351350000001;0.6540540541000001;0.0054054054;0.0054054054;0.0054054054;0.0054054054;0.0054054054;0.0054054054;0.0054054054
10_64_1_Ueber_das_Marionettentheater_2;0.3681978799;0.021908127200000002;0.0007067138;0.0007067138;0.4530035336;0.0007067138;0.0007067138;0.0007067138;0.0007067138;0.0855123675;0.021908127200000002;0.021908127200000002;0.0007067138;0.0007067138;0.021908127200000002
10_64_2_Austern_und_Butterbrodte_die_an_den_Baeumen_wachsen;0.031884058;0.0028985507;0.0028985507;0.0028985507;0.40869565220000004;0.0028985507;0.0028985507;0.1768115942;0.0608695652;0.29275362320000003;0.0028985507;0.0028985507;0.0028985507;0.0028985507;0.0028985507
10_64_3_Buelletin_der_oeffentlichen_Blaetter.;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.5304347826;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.0086956522;0.3565217391;0.0086956522
10_65_1_Ueber_das_Marionettentheater_3;0.18704453440000002;0.0008097166;0.0817813765;0.017004048600000002;0.4299595142;0.0089068826;0.0493927126;0.0008097166;0.0008097166;0.0008097166;0.0008097166;0.1060728745;0.0089068826;0.0008097166;0.1060728745
10_65_2_Fragmente;0.0060606061;0.0666666667;0.0060606061;0.0060606061;0.24848484850000002;0.0060606061;0.0060606061;0.0060606061;0.0060606061;0.1272727273;0.0060606061;0.0060606061;0.4909090909;0.0060606061;0.0060606061
10_65_3_Buelletin_der_oeffentlichen_Blaetter_14.12.1810;0.0026666667;0.0026666667;0.0293333333;0.0026666667;0.0026666667;0.0026666667;0.0026666667;0.8026666667;0.0026666667;0.0026666667;0.0026666667;0.0026666667;0.0026666667;0.0026666667;0.136
10_65_4_Anzeige_Hitzig_14.12.1810;0.0181818182;0.0181818182;0.0181818182;0.3818181818;0.2;0.0181818182;0.0181818182;0.2;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182;0.0181818182
10_66_1_Ueber_das_Marionettentheater_4;0.6015810277;0.0166007905;0.0245059289;0.0007905138;0.2300395257;0.0007905138;0.0007905138;0.0007905138;0.0007905138;0.048221343900000005;0.0007905138;0.0640316206;0.0086956522;0.0007905138;0.0007905138
10_66_2_Aus_einem_Schreiben_aus_Potsdam_vom_12._d._M.;0.0017094017;0.0700854701;0.0017094017;0.0017094017;0.2581196581;0.0017094017;0.0188034188;0.0358974359;0.22393162390000002;0.0017094017;0.0017094017;0.3435897436;0.0358974359;0.0017094017;0.0017094017
10_66_3_Polizeiliche_Tages-Mittheilungen._15.12.1810;0.015384615400000001;0.3230769231;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.4769230769;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.015384615400000001;0.015384615400000001
10_67_1_Schreiben_aus_Berlin;0.0065281899;0.0005934718;0.0302670623;0.012462908;0.2617210682;0.0005934718;0.0065281899;0.0005934718;0.08961424330000001;0.0005934718;0.0005934718;0.0005934718;0.3685459941;0.20237388720000002;0.0183976261
10_67_2_Buelletin_der_oeffentlichen_Blaetter_17.12.1810;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003;0.2563380282;0.0028169014000000003;0.0028169014000000003;0.4535211268;0.2281690141;0.0028169014000000003;0.0028169014000000003;0.030985915500000002;0.0028169014000000003;0.0028169014000000003;0.0028169014000000003
